Station Name,County,lon_X,lat_Y,sta_ID,River Basin,Elev_ft,Operator,ppt_type
COLGATE PH,YUBA,-121.19,39.3308,CGT,YUBA R,600,CA Dept of Water Resources,2D
CHEESEBORO,VENTURA,-118.7172,34.1847,CHE,VENTURA LA COASTAL,1650,National Park Service,2D
CHICO,BUTTE,-121.783,39.712,CHI,BUTTE CR,230,CAL FIRE,2D
CHILKOOT MEADOW,MADERA,-119.49,37.41,CHM,SAN JOAQUIN R,7150,US Bureau of Reclamation,2D
CHESTER,PLUMAS,-121.233,40.283,CHS,FEATHER R,4525,US Forest Service,2D
PAJARO RIVER AT CHITTENDEN,SANTA CRUZ,-121.5977249,36.90023041,CHT,PAJARO R,82,USGS and DWR,2D
CITY CREEK RANGER STATION,SAN BERNARDINO,-117.181,34.186,CKC,SANTA ANA R,2610,None Specified,2D
COVELO,MENDOCINO,-123.083191,39.826111,CLO,EEL R,1487,CA Dept of Water Resources,2D
CLEAR CREEK,SHASTA,-122.667,40.639,CLR,SACTO VLY NE,3300,US Bureau of Reclamation,2D
RUSSIAN RIVER AT CLOVERDALE,MENDOCINO,-123.0536118,38.87934875,CLV,RUSSIAN R,107,CA Dept of Water Resources,2D
CHARLOTTE LAKE,FRESNO,-118.422,36.797,CRL,KINGS R,10400,CA Dept of Water Resources/Snow Surveys,2D
CRANE VALLEY RESERVOIR (PG&E),MADERA,-119.526,37.291,CRR,SAN JOAQUIN R,3400,Pacific Gas & Electric,2D
CASHMAN,PLUMAS,-120.916,40.0019,CSH,FEATHER R,4520,National Park Service,2D
CALIFORNIA STATE UNIV AT SACRAMENTO,SACRAMENTO,-121.416,38.555,CSU,AMERICAN R,25,National Weather Service,2D
COTTONWOOD CREEK NEAR BEEGUM,TEHAMA,-122.881,40.317,CTN,COTTONWOOD CR,3400,US Bureau of Reclamation,2D
CALAVERAS RANGER STATION,CALAVERAS,-120.367,38.198,CVS,MOKELUMNE R,3360,US Bureau of Reclamation,2D
CALAVERAS BIG TREES,CALAVERAS,-120.317,38.283,CVT,STANISLAUS R,4695,National Weather Service,2D
COTTONWOOD LAKES,INYO,-118.177,36.483,CWD,OWENS R,10150,CA Dept of Water Resources,2D
LAKE DAVIS (DWR),PLUMAS,-120.467,39.883,DAV,FEATHER R,5768,CA Dept of Water Resources/O & M,2D
DUBLIN-SAN RAMON FIRE HOUSE,CONTRA COSTA,-121.927,37.732,DBF,EAST BAY,355,Contra Costa County,2D
DRY CREEK NEAR COULTERVILLE,MARIPOSA,-120.312,37.654,DCC,MERCED R,728,Merced Irrigation District,2D
DEADMAN CREEK,TUOLUMNE,-119.6531,38.3319,DDM,STANISLAUS R,9250,CA Dept of Water Resources,2D
DIDDY WELLS,SHASTA,-122.1,40.7,DDW,SACTO VLY NE,1300,US Bureau of Reclamation,2D
DEER CREEK DAM,SAN BERNARDINO,-117.502,34.169,DEC,LYTLE CR,2320,None Specified,2D
DE SABLA (DWR),BUTTE,-121.61,39.872,DES,BUTTE CR,2710,CA Dept of Water Resources/O & M,2D
DEVORE,SAN BERNARDINO,-117.404442,34.221111,DEV,LYTLE CR,2070,CAL FIRE,2D
DOYLE CROSSING,PLUMAS,-120.483,40.1192,DOY,FEATHER R,5670,CA Dept of Water Resources,2D
DRUM POWER HOUSE,PLACER,-120.767,39.264,DPH,BEAR R,3400,Pacific Gas & Electric,2D
DEER CK FOREBAY (PG&E),NEVADA,-120.825,39.3,DRC,YUBA R,4455,Pacific Gas & Electric,2D
SMITH RIVER AT DR FINE BRIDGE,DEL NORTE,-124.133,41.883,DRF,SMITH R,63,USGS and DWR,2D
DESCANO,SAN DIEGO,-116.622,32.857,DSC,SAN DIEGO R,3480,US Forest Service,2D
DEATH VALLEY,INYO,-116.867,36.467,DTV,AMARGOSA R,-194,National Weather Service,2D
DUDLEY RANCH BELOW COULTERVILLE,MARIPOSA,-120.133,37.741,DUC,MERCED R,3654,Merced Irrigation District,2D
DANVILLE LIBRARY,CONTRA COSTA,-121.9956,37.8208,DVB,SF BAY,364,Contra Costa County,2D
DAVIS RANCH,TEHAMA,-122.45,40.35,DVR,COTTONWOOD CR,550,US Bureau of Reclamation,2D
DAY CANYON,SAN BERNARDINO,-117.537,34.168,DYC,LYTLE CR,2240,None Specified,2D
EAGLE CREEK,TULARE,-118.641,35.983,EGL,TULE R,6700,US Army Corps of Engineers,2D
COSUMNES RIVER AT EAGLES NEST ROAD,SACRAMENTO,-121.26,38.485,EGN,COSUMNES R,100,Sacramento County,2D
ELK GROVE FISH HATCHERY,SACRAMENTO,-121.374,38.421,ELG,COSUMNES R,45,Sacramento County,2D
ELK VALLEY,DEL NORTE,-123.718,41.988,ELK,SMITH R,1705,CA Dept of Water Resources,2D
EUREKA WOODLEY ISLAND,HUMBOLDT,-124.167,40.8,ERK,EEL R,20,National Weather Service,2D
ELLERY LAKE,MONO,-119.233,37.933,ERY,MONO LAKE,9645,CA Dept of Water Resources/Snow Surveys,2D
FORBESTOWN,BUTTE,-121.2661,39.517,FBS,FEATHER R,2840,Pacific Gas & Electric,2D
FANCHER CREEK,FRESNO,-119.4658,36.8839,FCH,KINGS R,920,CAL FIRE,2D
FIDDLETOWN,AMADOR,-120.7,38.533,FDL,COSUMNES R,2160,US Bureau of Reclamation,2D
FENCE MEADOW,FRESNO,-119.175,36.961,FEN,KINGS R,5048,US Forest Service,2D
FOLSOM DAM,SACRAMENTO,-121.167,38.7,FLD,AMERICAN R,350,National Weather Service,2D
FORT ORD #2,MONTEREY,-121.786,36.627,FO2,SALINAS R,490,US Army,2D
FOUR TREES,PLUMAS,-121.321,39.813,FOR,FEATHER R,5150,CA Dept of Water Resources/O & M,2D
FRENCHMAN DAM,PLUMAS,-120.183,39.883,FRD,FEATHER R,5517,CA Dept of Water Resources/O & M,2D
FORNI RIDGE,EL DORADO,-120.213,38.805,FRN,AMERICAN R,7600,US Bureau of Reclamation,2D
FRESNO WB AIRPORT,FRESNO,-119.717,36.767,FRO,TULARE LAKE,328,National Weather Service,2D
FRIANT DAM,FRESNO,-119.692,36.995,FRT,SAN JOAQUIN R,578,US Bureau of Reclamation,2D
EEL RIVER AT FORT SEWARD,HUMBOLDT,-123.6325302,40.21820068,FSW,EEL R,320,USGS and DWR,2D
GASQUET RANGER STATION,DEL NORTE,-123.967,41.85,GAS,SMITH R,384,CA Dept of Water Resources,2D
GIBSON,SHASTA,-122.3992,41.0225,GIB,SACRAMENTO R,1633,CA Dept of Water Resources,2D
GIN FLAT,MARIPOSA,-119.773,37.767,GIN,MERCED R,7050,CA Dept of Water Resources,2D
GREEK STORE,PLACER,-120.558,39.075,GKS,AMERICAN R,5600,US Bureau of Reclamation,2D
GLEN HELEN REGIONAL PARK,SAN BERNARDINO,-117.405,34.209,GLH,LYTLE CR,2040,None Specified,2D
GILMORE RANCH,SAN JOAQUIN,-120.987,38.045,GLR,CALAVERAS R,220,San Joaquin County,2D
GIANT FOREST (USACE),TULARE,-118.765,36.562,GNF,KAWEAH R,6650,US Army Corps of Engineers,2D
GIANELLI MEADOW,TUOLUMNE,-119.892,38.205,GNL,STANISLAUS R,8400,US Bureau of Reclamation,2D
GOLD LAKE,SIERRA,-120.615,39.675,GOL,FEATHER R,6750,CA Dept of Water Resources/O & M,2D
GIRARD,SHASTA,-122.283,41.133,GRD,SACRAMENTO R,4800,US Bureau of Reclamation,2D
GREENVILLE,PLUMAS,-120.9412,40.1394,GRE,FEATHER R,3560,CA Dept of Water Resources,2D
GREEN MOUNTAIN,MADERA,-119.238,37.555,GRM,SAN JOAQUIN R,7900,US Bureau of Reclamation,2D
GRAVEYARD MEADOW,MADERA,-119.29,37.465,GRV,SAN JOAQUIN R,6900,US Bureau of Reclamation,2D
GRIZZLY RIDGE,PLUMAS,-120.645,39.917,GRZ,FEATHER R,6900,CA Dept of Water Resources/O & M,2D
GOAT MOUNTAIN,MADERA,-119.543,37.27,GTM,SAN JOAQUIN R,4520,US Bureau of Reclamation,2D
GEORGETOWN (USBR),EL DORADO,-120.789,38.925,GTW,AMERICAN R,3250,US Bureau of Reclamation,2D
HOCKETT MEADOW (USACE),TULARE,-118.651,36.371,HCK,KAWEAH R,8500,US Army Corps of Engineers,2D
HOADLEY,SHASTA,-122.75,40.683,HDL,TRINITY R,4580,US Bureau of Reclamation,2D
HERNANDEZ,SAN BENITO,-120.854,36.383,HDZ,SAN BENITO R,3752,CAL FIRE,2D
HIGHLAND MEADOW,ALPINE,-119.805,38.49,HHM,MOKELUMNE R,8700,CA Dept of Water Resources/Snow Surveys,2D
HIGHLAND LAKES,TRINITY,-122.483,41.093,HIG,TRINITY R,6030,US Bureau of Reclamation,2D
HILLCREST,SHASTA,-121.883,40.867,HLC,PIT R,3440,US Bureau of Reclamation,2D
HIGHLAND PEAK,CONTRA COSTA,-121.8084,37.8145,HLD,DELTA,2520,Contra Costa County,2D
HELL HOLE (USFS),PLACER,-120.4217,39.0717,HLH,AMERICAN R,4580,US Forest Service,2D
HUMBUG,PLUMAS,-121.368,40.115,HMB,FEATHER R,6500,CA Dept of Water Resources/O & M,2D
HUNTINGTON LAKE (USBR),FRESNO,-119.221,37.228,HNT,SAN JOAQUIN R,7000,US Bureau of Reclamation,2D
HONEYDEW,HUMBOLDT,-124.148,40.23,HNY,MATTOLE R,370,CA Dept of Water Resources,2D
TRINITY RIVER AT HOOPA,HUMBOLDT,-123.6736679,41.04985046,HPA,TRINITY R,330,USGS and DWR,2D
HIRZ,SHASTA,-122.25,40.9,HRZ,SACRAMENTO R,3200,US Bureau of Reclamation,2D
HOSSACK,TULARE,-118.619,36.181,HSS,TULE R,7100,US Army Corps of Engineers,2D
HAT CREEK #1 PH (PG&E),LASSEN,-121.55,40.933,HTC,PIT R,3015,Pacific Gas & Electric,2D
HASTINGS,MONTEREY,-121.551,36.388,HTG,CARMEL R,1824,CAL FIRE,2D
HETCH HETCHY,TUOLUMNE,-119.783,37.95,HTH,TUOLUMNE R,3870,Hetch Hetchy Water and Power,2D
HUYSINK,PLACER,-120.527,39.282,HYS,AMERICAN R,6600,US Bureau of Reclamation,2D
INDEPENDENCE LAKE NEAR TRUCKEE,SIERRA,-120.29,39.452,INP,TRUCKEE R,6921,US Geological Survey,2D
JARBO GAP,BUTTE,-121.489,39.736,JAR,FEATHER R,2700,CAL FIRE,2D
JORDAN PEAK,PLUMAS,-120.2889,40.036,JDP,FEATHER R,6812,CA Dept of Water Resources,2D
JULIAN,SAN DIEGO,-116.591,33.076,JUL,SAN DIEGO R,4240,CAL FIRE,2D
KERN PH 3,KERN,-118.433,35.783,KP3,KERN R,2703,"Southern California Edison Company, Big Creek",2D
KERN CANYON PH (PG&E),KERN,-118.783,35.433,KPH,KERN R,570,Pacific Gas & Electric,2D
KAISER POINT,FRESNO,-119.1,37.3,KSP,SAN JOAQUIN R,9200,US Bureau of Reclamation,2D
KETTLE ROCK,PLUMAS,-120.715,40.14,KTL,FEATHER R,7300,CA Dept of Water Resources/O & M,2D
KETTLEMAN HILLS,KINGS,-120.057,36.033,KTT,TULARE LAKE,810,US Bureau of Land Management,2D
LA PORTE (DWR),PLUMAS,-120.983,39.681,LAP,FEATHER R,4980,CA Dept of Water Resources/O & M,2D
SOUTH FORK EEL RIVER AT LEGGETT,MENDOCINO,-123.7205811,39.87459564,LEG,EEL R,747,USGS and DWR,2D
LAKESHORE,SHASTA,-122.383,40.867,LKS,SACRAMENTO R,1100,US Bureau of Reclamation,2D
LOON LAKE (SMUD),EL DORADO,-120.323,38.983,LON,AMERICAN R,6410,Sacramento Municipal Utility District,2D
LAKE SPAULDING (PG&E),NEVADA,-120.633,39.317,LSP,YUBA R,5156,Pacific Gas & Electric,2D
LIVE OAK CANYON - LIVE OAK DAM,LOS ANGELES,-117.744,34.134,LVO,LOS ANGELES R,1510,Los Angeles County,2D
LYTLE CREEK,SAN BERNARDINO,-117.48,34.234,LYC,SANTA ANA R,2792,US Forest Service,2D
MAPEL RANCH,FRESNO,-120.483,36.039,MAP,JACALITOS CR,2640,CA Dept of Water Resources/O & M,2D
MERCED RIVER NEAR BRICEBURG,MARIPOSA,-119.9781,37.5989,MBB,MERCED R,1150,Merced Irrigation District,2D
MEADOWBROOK (PG&E),FRESNO,-118.863,37.082,MBR,KINGS R,8021,Pacific Gas & Electric,2D
MCCLOUD DAM (PG&E),SHASTA,-122.071,41.13,MCL,MC CLOUD R,2690,Pacific Gas & Electric,2D
MUD LAKE,AMADOR,-120.14,38.615,MDL,MOKELUMNE R,7900,Sacramento Municipal Utility District,2D
MENDEZ RANCH,STANISLAUS,-120.924,38.062,MDZ,CALAVERAS R,322,San Joaquin County,2D
MEDICINE LAKE,SISKIYOU,-121.6131,41.5869,MED,PIT R,6700,US Bureau of Reclamation,2D
MAMMOTH PASS (USBR),MONO,-119.033,37.61,MHP,OWENS R,9300,US Bureau of Reclamation,2D
MINERAL,TEHAMA,-121.609,40.348,MIN,SACTO VLY NE,4957,CA Dept of Water Resources,2D
MOUNTAIN HOME,TULARE,-118.71,36.242,MNH,TULE R,5400,US Army Corps of Engineers,2D
MONTCLAIR,SAN BERNARDINO,-117.682,34.094,MOC,SAN ANTONIO CR (SOUTH COAST),1208,None Specified,2D
MARIPOSA GROVE,MARIPOSA,-119.6,37.5,MPG,MERCED R,6400,CAL FIRE,2D
EEL RIVER SF NR MIRANDA (AT SYLVANDALE),HUMBOLDT,-123.7761459,40.18180847,MRD,EEL R,218,USGS and DWR,2D
MORMON ROCK,SAN BERNARDINO,-117.502,34.317,MRN,LYTLE CR,3300,US Forest Service,2D
MOUNT SHASTA CITY (DWR-2),SISKIYOU,-122.317,41.317,MSM,SACRAMENTO R,3590,National Weather Service,2D
MOUNTAIN REST,FRESNO,-119.371,37.054,MTF,SAN JOAQUIN R,4100,US Forest Service,2D
MOUNT SHASTA,SISKIYOU,-122.316,41.313,MTS,SACRAMENTO R,3545,CA Dept of Water Resources,2D
MONTEREY AIRPORT,MONTEREY,-121.847504,36.590557,MTY,CARMEL R,217,National Weather Service,2D
MUD SPRINGS,TRINITY,-123.283,40.717,MUD,TRINITY R,3400,CA Dept of Water Resources,2D
MUMBO BASIN,TRINITY,-122.523,41.197,MUM,TRINITY R,5650,US Bureau of Reclamation,2D
MUCK VALLEY DIVERSION (PG&E),SHASTA,-121.155,41.015,MVD,PIT R,4300,Pacific Gas & Electric,2D
NORTH FORK R S,MADERA,-119.5,37.233,NFR,SAN JOAQUIN R,2630,US Forest Service,2D
NOEL SPRING,GLENN,-122.667,39.538,NLS,STONY CR,5100,US Army Corps of Engineers,2D
NEW MELONES,CALAVERAS,-120.525,37.948,NMS,STANISLAUS R,1400,US Bureau of Reclamation,2D
NATURE POINT,MADERA,-119.36,37.342,NTP,SAN JOAQUIN R,5150,US Bureau of Reclamation,2D
OGO RANGER STATION,SHASTA,-122.737,40.423,OGO,COTTONWOOD CR,1300,CA Dept of Water Resources,2D
OAK GROVE,SAN DIEGO,-116.795,33.393,OKG,SANTA MARGARITA R,2752,US Forest Service,2D
KLAMATH RIVER AT ORLEANS,HUMBOLDT,-123.5345001,41.30345917,OLS,KLAMATH R,430,USGS and DWR,2D
REDWOOD CREEK AT ORICK,HUMBOLDT,-124.0511856,41.2992897,ORK,REDWOOD CR,36,USGS and DWR,2D
OROVILLE DAM,BUTTE,-121.493,39.54,ORO,FEATHER R,900,CA Dept of Water Resources/O & M,2D
OAKLAND SOUTH,ALAMEDA,-122.1436,37.7881,OSO,EAST BAY,1000,Oakland Fire Services Agency,2D
SALINAS RIVER AT PASO ROBLES,SAN LUIS OBISPO,-120.6843338,35.628582,PAS,SALINAS R,700,USGS and DWR,2D
PECKINPAH,MADERA,-119.458,37.25,PCK,SAN JOAQUIN R,5150,US Bureau of Reclamation,2D
PINECREST (PG&E),TUOLUMNE,-119.983,38.2,PCR,STANISLAUS R,5600,Pacific Gas & Electric,2D
WALNUT CREEK AT PUDDINGSTONE DAM,LOS ANGELES,-117.807,34.092,PDD,SAN GABRIEL R,1030,None Specified,2D
PARADISE,BUTTE,-121.6247,39.7536,PDE,FEATHER R,1750,CA Dept of Water Resources,2D
PETERSON FLAT,TRINITY,-122.5277,41.3023,PET,TRINITY R,7150,US Bureau of Reclamation,2D
PACIFIC HOUSE,EL DORADO,-120.5,38.76,PFH,AMERICAN R,3440,US Bureau of Reclamation,2D
PINE FLAT WEATHER,FRESNO,-119.3369,36.8236,PFW,KINGS R,610,US Army Corps of Engineers,2D
PIRU,VENTURA,-118.81,34.404,PIU,SANTA CLARA R,624,Ventura County,2D
PIKE COUNTY,YUBA,-121.202,39.475,PKC,YUBA R,3714,US Forest Service,2D
PARKFIELD,MONTEREY,-120.432,35.899,PKF,SALINAS R,1535,CAL FIRE,2D
PALM SPRINGS AIRPORT,RIVERSIDE,-116.503609,33.822224,PLM,WHITEWATER R,474,National Weather Service,2D
PILOT PEAK (DWR),PLUMAS,-120.875,39.786,PLP,FEATHER R,6800,CA Dept of Water Resources/O & M,2D
PIT #1 PH (PG&E),SHASTA,-121.498,41,PR1,PIT R,2880,Pacific Gas & Electric,2D
PIT #3 PH (PG&E),SHASTA,-121.747,40.998,PR3,PIT R,2100,Pacific Gas & Electric,2D
PIT #5 PH (PG&E),LASSEN,-121.978,40.987,PR5,PIT R,1458,Pacific Gas & Electric,2D
PASO ROBLES AIRPORT,SAN LUIS OBISPO,-120.626114,35.673054,PSB,SALINAS R,836,National Weather Service,2D
PASCOES,TULARE,-118.35,35.967,PSC,KERN R,9150,US Army Corps of Engineers,2D
POISON RIDGE,MADERA,-119.52,37.403,PSR,SAN JOAQUIN R,6900,US Bureau of Reclamation,2D
SAN DIMAS CK AT PUDDINGSTON DIVERSN,LOS ANGELES,-117.782,34.121,PUD,SAN GABRIEL R,1130,None Specified,2D
PRATTVILLE (PG&E),PLUMAS,-121.157,40.209,PVL,FEATHER R,4520,Pacific Gas & Electric,2D
QUINCY (DWR),PLUMAS,-120.95,39.935,QCY,FEATHER R,3408,CA Dept of Water Resources/O & M,2D
QUAKING ASPEN,TULARE,-118.544998,36.121666,QUA,TULE R,7200,CA Dept of Water Resources/Snow Surveys,2D
ROBBS SADDLE,EL DORADO,-120.378,38.912,RBB,AMERICAN R,5900,Sacramento Municipal Utility District,2D
ROBBS POWERHOUSE,EL DORADO,-120.375,38.903,RBP,AMERICAN R,5150,Sacramento Municipal Utility District,2D
ROBIDART RANCH,SAN JOAQUIN,-121.031,38.137,RBR,CALAVERAS R,315,San Joaquin County,2D
REDDING AIRPORT,SHASTA,-122.3,40.5,RDD,SACTO VLY NE,502,None Specified,2D
READER RANCH,NEVADA,-121.117,39.304,RDH,YUBA R,2025,CAL FIRE,2D
REDDING FIRE STATION,SHASTA,-122.4193,40.5736,RFS,SACTO VLY NE,740,US Bureau of Reclamation,2D
ROGERS CAMP,TULARE,-118.637,36.108,RGC,TULE R,6200,US Army Corps of Engineers,2D
RANCHO CORDOVA,SACRAMENTO,-121.311,38.604,RNC,AMERICAN R,72,Sacramento County,2D
ROSE VALLEY,VENTURA,-119.184,34.536,ROV,U SANTA CLARA R,3331,CAL FIRE,2D
RODDY RANCH GOLF CLUB,CONTRA COSTA,-121.785652,37.990318,RRG,EAST BAY,403,Contra Costa County,2D
RUTH LAKE,HUMBOLDT,-123.372,40.319,RTH,MAD R,2700,CA Dept of Water Resources,2D
RATTLESNAKE,PLUMAS,-121.043,40.125,RTL,FEATHER R,6100,CA Dept of Water Resources/O & M,2D
RIVERSIDE AIRPORT,RIVERSIDE,-117.444168,33.951946,RVE,SANTA ANA R,827,National Weather Service,2D
SADDLE CAMP,TEHAMA,-122.8,40.167,SAD,COTTONWOOD CR,3850,CA Dept of Water Resources,2D
SACRAMENTO EXECUTIVE AIRPORT,SACRAMENTO,-121.495003,38.506943,SAE,SACRAMENTO R,21,National Weather Service,2D
SANTA FE,LOS ANGELES,-117.9464,34.1261,SAF,SAN GABRIEL R,500,Los Angeles County Fire Dept,2D
STRAWBERRY VALLEY,YUBA,-121.106,39.564,SBY,FEATHER R,3810,CA Dept of Water Resources/O & M,2D
SCHNEIDERS,EL DORADO,-120.068,38.747,SCN,AMERICAN R,8750,Sacramento Municipal Utility District,2D
SCOTT MOUNTAIN,SISKIYOU,-122.718,41.272,SCT,SCOTT R,5900,US Bureau of Reclamation,2D
SAN BERNARDINO COUNTY YARD,SAN BERNARDINO,-117.268,34.104,SCY,SANTA ANA R,1042,None Specified,2D
SAND FLAT,SISKIYOU,-122.2464,41.3504,SDF,SACRAMENTO R,6750,US Bureau of Reclamation,2D
SAN DIEGO NWS-LINDBERGH FIELD,SAN DIEGO,-117.167,32.733,SDG,SAN DIEGO R,13,National Weather Service,2D
SPRING GAP FOREBAY (PG&E),CALAVERAS,-120.103,38.172,SFB,STANISLAUS R,5100,Pacific Gas & Electric,2D
SAN FRANCISCO,SAN FRANCISCO,-122.426941,37.770557,SFN,SF BAY,150,National Weather Service,2D
STOCKTON FIRE STATION,SAN JOAQUIN,-121.319,37.999,SFS,SAN JOAQUIN R,14,CA Dept of Water Resources,2D
SUGAR PINE,PLACER,-120.75,39.128,SGP,AMERICAN R,3843,US Bureau of Reclamation,2D
SPRINGVILLE TULE POWERPLANT,TULARE,-118.7072,36.1631,SGV,TULE R,4070,Pacific Gas & Electric,2D
ST. HELENA 4WSW,NAPA,-122.533,38.492,SH4,NAPA R,1780,CA Dept of Water Resources,2D
SHASTA DAM (USBR),SHASTA,-122.42,40.718,SHA,SACRAMENTO R,1067,US Bureau of Reclamation,2D
SHINGLETOWN,SHASTA,-121.85,40.496,SHI,SACTO VLY WEST,3630,CA Dept of Water Resources,2D
SHASTA DAM (USBR),SHASTA,-122.417,40.717,SHS,SACRAMENTO R,1100,US Bureau of Reclamation,2D
SILVER LAKE,EL DORADO,-120.118,38.678,SIL,AMERICAN R,7100,US Bureau of Reclamation,2D
SAN JOSE (ALERT),SANTA CLARA,-121.927,37.362,SJE,LOS GATOS CR (NEAR SAN JOSE),58,Santa Clara County,2D
SOUTH LAKE TAHOE AIRPORT,EL DORADO,-119.99472,38.898335,SLH,TRUCKEE R,6314,National Weather Service,2D
STANISLAUS MEADOW,ALPINE,-119.9373,38.5055,SLM,STANISLAUS R,7750,US Bureau of Reclamation,2D
SLY PARK,EL DORADO,-120.563,38.718,SLP,COSUMNES R,3530,El Dorado Irrigation District,2D
SLATE CREEK,SHASTA,-122.478,41.045,SLT,SACRAMENTO R,5700,US Bureau of Reclamation,2D
SANTA MARGARITA BOOSTER,SAN LUIS OBISPO,-120.637,35.374,SMB,SALINAS R,1100,CA Dept of Water Resources,2D
SACRAMENTO METRO AIRPORT,SACRAMENTO,-121.587,38.686,SMF,SACTO VLY WEST,17,Sacramento County,2D
SMITH MOUNTAIN,MONTEREY,-120.608,36.083,SMI,SALINAS R,3920,CA Dept of Water Resources/O & M,2D
SIMI VALLEY,VENTURA,-118.7976,34.2912,SMV,SANTA CLARA R,914,Ventura County,2D
SAN DIMAS DAM,LOS ANGELES,-117.771,34.153,SND,SAN GABRIEL R,1350,None Specified,2D
SNOW MOUNTAIN,SHASTA,-121.782,40.778,SNM,PIT R,5950,US Bureau of Reclamation,2D
SONOMA COUNTY AIRPORT (SANTA ROSA),SONOMA,-122.81028,38.503887,SNO,RUSSIAN R,114,National Weather Service,2D
SANGUINETTI RANCH,SAN JOAQUIN,-120.981,37.993,SNR,SAN JOAQUIN R,238,San Joaquin County,2D
STOCKTON AIRPORT,SAN JOAQUIN,-121.226387,37.889999,SOC,LITTLEJOHN CR,27,National Weather Service,2D
SPANISH LAKE,FRESNO,-120.526,36.262,SPA,LOS GATOS CR (NEAR COALINGA),4840,CA Dept of Water Resources/O & M,2D
STANISLAUS POWERHOUSE,CALAVERAS,-120.367,38.133,SPW,STANISLAUS R,1060,Pacific Gas & Electric,2D
SIERRA CITY,SIERRA,-120.6528,39.5678,SRC,YUBA R,4700,CA Dept of Water Resources,2D
SANTA RITA,SAN BENITO,-120.598,36.348,SRI,SAN BENITO R,5000,CAL FIRE,2D
SALT SPRINGS PH (PG&E),CALAVERAS,-120.219,38.498,SSR,MOKELUMNE R,3700,Pacific Gas & Electric,2D
SANTA ROSA (CDF),SONOMA,-122.712,38.479,STA,RUSSIAN R,560,CAL FIRE,2D
STOUTS MEADOW,SHASTA,-121.938,41.17,STM,MC CLOUD R,5400,US Bureau of Reclamation,2D
SIERRAVILLE (DWR),SIERRA,-120.367,39.583,SVL,FEATHER R,4975,CA Dept of Water Resources/O & M,2D
TALEGA,SAN DIEGO,-117.487,33.475,TAL,SANTA MARGARITA R,1203,Camp Pendleton Fire Dept,2D
"NELSON ST, TAYLORSVILLE",PLUMAS,-120.8357,40.0793,TAY,FEATHER R,3540,CA Dept of Water Resources,2D
TIGER CREEK POWERHOUSE,CALAVERAS,-120.483,38.45,TCP,MOKELUMNE R,2360,Pacific Gas & Electric,2D
TRINITY GUARD STATION,TRINITY,-122.66,40.825,TGS,TRINITY R,4100,US Bureau of Reclamation,2D
THOMES CREEK AT PASKENTA,TEHAMA,-122.5285645,39.88784027,THO,SACRAMENTO R,720,CA Dept of Water Resources,2D
THOMPSON CREEK DAM,LOS ANGELES,-117.709,34.139,THP,LOS ANGELES R,1600,None Specified,2D
TELEGRAPH HILL,TUOLUMNE,-120.353,38.03,TLH,TUOLUMNE R,3730,US Bureau of Reclamation,2D
TOMASINI POINT,MARIN,-122.85,38.117,TMP,COAST-MARIN,40,CA Dept of Health Services (Richmond),2D
TAMARACK SUMMIT,FRESNO,-119.2,37.165,TMR,SAN JOAQUIN R,7550,US Bureau of Reclamation,2D
THOUSAND OAKS RAWS,VENTURA,-118.87,34.21,TOK,SANTA CLARA R,795,Ventura County Fire,2D
TRIMMER,FRESNO,-119.2,36.9,TRI,KINGS R,1540,US Forest Service,2D
TUOLUMNE MEADOWS,TUOLUMNE,-119.35,37.873,TUM,TUOLUMNE R,8600,CA Dept of Water Resources,2D
THOMPSON VALLEY,PLUMAS,-120.4789,39.979,TVL,FEATHER R,5404,CA Dept of Water Resources,2D
TAYLOR RIDGE,TRINITY,-122.817,40.917,TYR,TRINITY R,4000,US Bureau of Reclamation,2D
LOS ANGELES / USC,LOS ANGELES,-118.291389,34.021667,USC,LOS ANGELES R,185,National Weather Service,2D
VENADO,SONOMA,-123.017,38.617,VEN,RUSSIAN R,1260,CA Dept of Water Resources,2D
VAN VLECK,EL DORADO,-120.305,38.945,VVL,AMERICAN R,6700,Sacramento Municipal Utility District,2D
WHISKEYTOWN DAM (USBR),SHASTA,-122.537,40.598,WHI,SACRAMENTO R,1210,US Bureau of Reclamation,2D
WHITE WOLF,TUOLUMNE,-119.6516,37.8595,WHW,TUOLUMNE R,7900,National Park Service,2D
WILLITS HOWARD RS,MENDOCINO,-123.3217,39.3506,WIL,RUSSIAN R,1925,CA Dept of Water Resources,2D
WALNUT CREEK SB,LOS ANGELES,-117.874,34.074,WLN,SAN GABRIEL R,520,None Specified,2D
WISHON DAM (PG&E),FRESNO,-118.986,37.003,WSD,KINGS R,6550,Pacific Gas & Electric,2D
WHISPERING PINES,LAKE,-122.717,38.8,WSP,PUTAH CR,2700,CA Dept of Water Resources,2D
WESTFALL,MARIPOSA,-119.6497,37.4494,WST,FRESNO R,4880,US Army Corps of Engineers,2D
WESTWOOD,LASSEN,-120.9,40.307,WWD,FEATHER R,5150,CAL FIRE,2D
YORKVILLE,MENDOCINO,-123.2314,38.9053,YOR,RUSSIAN R,1100,CA Dept of Water Resources,2D
YOSEMITE NEAR WAWONA,MARIPOSA,-119.632,37.508,YOW,MERCED R,4957,Merced Irrigation District,2D
YOSEMITE HEADQUARTERS,MARIPOSA,-119.583,37.74,YSV,MERCED R,3966,Merced Irrigation District,2D
